Realization	utility	week	infra.
538	0	1669	8
539	0	261	7
539	0	1408	12
539	0	1669	8
540	0	261	7
540	0	1408	12
540	0	1669	8
541	0	261	7
541	0	1408	12
541	0	1669	8
542	0	261	7
542	0	1408	12
542	0	1669	8
543	0	261	7
543	0	1408	12
543	0	1669	8
544	0	261	7
544	0	678	12
544	0	939	8
545	0	261	7
545	0	1408	12
545	0	1669	8
546	0	261	7
546	0	1408	12
546	0	1669	8
547	0	261	7
547	0	1356	12
547	0	1617	8
548	0	261	7
548	0	1408	12
548	0	1669	8
549	0	261	7
549	0	1408	12
549	0	1669	8
550	0	261	7
550	0	1408	12
550	0	1669	8
551	0	261	7
551	0	1408	12
551	0	1669	8
552	0	261	7
552	0	1408	12
552	0	1669	8
553	0	261	7
553	0	1408	12
553	0	1669	8
554	0	261	7
554	0	1408	12
554	0	1669	8
555	0	261	7
555	0	1408	12
555	0	1669	8
556	0	261	7
556	0	1408	12
556	0	1669	8
557	0	261	7
557	0	1408	12
557	0	1669	8
558	0	261	7
558	0	1408	12
558	0	1669	8
559	0	261	7
559	0	1408	12
559	0	1669	8
560	0	261	7
560	0	1408	12
560	0	1669	8
561	0	261	7
561	0	1408	12
561	0	1669	8
562	0	261	7
562	0	1408	12
562	0	1669	8
563	0	261	7
563	0	1408	12
563	0	1669	8
564	0	261	7
564	0	1408	12
564	0	1669	8
565	0	261	7
565	0	1408	12
565	0	1669	8
566	0	261	7
566	0	1043	12
566	0	1617	8
567	0	261	7
567	0	1408	12
567	0	1669	8
568	0	261	7
568	0	574	12
568	0	834	8
569	0	261	7
569	0	1408	12
569	0	1669	8
570	0	261	7
570	0	1408	12
570	0	1669	8
571	0	261	7
571	0	1200	12
571	0	1617	8
572	0	261	7
572	0	1408	12
572	0	1669	8
573	0	261	7
573	0	1408	12
573	0	1669	8
574	0	261	7
574	0	1408	12
574	0	1669	8
575	0	261	7
575	0	1408	12
575	0	1669	8
576	0	261	7
576	0	1408	12
576	0	1669	8
577	0	261	7
577	0	1408	12
577	0	1669	8
578	0	261	7
578	0	1408	12
578	0	1669	8
579	0	261	7
579	0	1408	12
579	0	1669	8
580	0	261	7
580	0	1408	12
580	0	1669	8
581	0	261	7
581	0	1408	12
581	0	1669	8
582	0	261	7
582	0	1408	12
582	0	1669	8
583	0	261	7
583	0	1408	12
583	0	1669	8
584	0	261	7
584	0	1408	12
584	0	1669	8
585	0	261	7
585	0	1408	12
585	0	1669	8
586	0	261	7
586	0	1408	12
586	0	1669	8
587	0	261	7
587	0	1408	12
587	0	1669	8
588	0	261	7
588	0	1408	12
588	0	1669	8
589	0	261	7
589	0	1408	12
589	0	1669	8
590	0	261	7
590	0	1408	12
590	0	1669	8
591	0	261	7
591	0	1408	12
591	0	1669	8
592	0	261	7
592	0	1408	12
592	0	1669	8
593	0	261	7
593	0	1408	12
593	0	1669	8
594	0	261	7
594	0	1408	12
594	0	1669	8
595	0	261	7
595	0	1408	12
595	0	1669	8
596	0	261	7
596	0	1408	12
596	0	1669	8
597	0	261	7
597	0	1408	12
597	0	1669	8
598	0	261	7
598	0	1408	12
598	0	1669	8
599	0	261	7
599	0	887	12
599	0	1617	8
600	0	261	7
600	0	1252	12
600	0	1617	8
601	0	261	7
601	0	1408	12
601	0	1669	8
602	0	261	7
602	0	1200	12
602	0	1617	8
603	0	261	7
603	0	1408	12
603	0	1669	8
604	0	261	7
604	0	1408	12
604	0	1669	8
605	0	261	7
605	0	1408	12
605	0	1669	8
606	0	261	7
606	0	1408	12
606	0	1669	8
607	0	261	7
607	0	678	12
607	0	1252	8
608	0	261	7
608	0	1408	12
608	0	1669	8
609	0	261	7
609	0	1408	12
609	0	1669	8
610	0	261	7
610	0	1408	12
610	0	1669	8
611	0	261	7
611	0	1408	12
611	0	1669	8
612	0	261	7
612	0	1408	12
612	0	1669	8
613	0	261	7
613	0	1408	12
613	0	1669	8
614	0	261	7
614	0	1408	12
614	0	1669	8
615	0	261	7
615	0	1408	12
615	0	1669	8
616	0	261	7
616	0	1408	12
616	0	1669	8
617	0	261	7
617	0	1408	12
617	0	1669	8
618	0	261	7
618	0	1408	12
618	0	1669	8
619	0	261	7
619	0	1408	12
619	0	1669	8
620	0	261	7
620	0	1408	12
620	0	1669	8
621	0	261	7
621	0	1408	12
621	0	1669	8
622	0	261	7
622	0	1408	12
622	0	1669	8
623	0	261	7
623	0	1148	12
623	0	1408	8
624	0	261	7
624	0	1408	12
624	0	1669	8
625	0	261	7
625	0	1408	12
625	0	1669	8
626	0	261	7
626	0	1408	12
626	0	1669	8
627	0	261	7
627	0	1408	12
627	0	1669	8
628	0	261	7
628	0	1043	12
628	0	1617	8
629	0	261	7
629	0	1408	12
629	0	1669	8
630	0	261	7
630	0	1408	12
630	0	1669	8
631	0	261	7
631	0	1408	12
631	0	1669	8
632	0	261	7
632	0	1408	12
632	0	1669	8
633	0	261	7
633	0	1304	12
633	0	1617	8
634	0	261	7
634	0	1408	12
634	0	1669	8
635	0	261	7
635	0	1408	12
635	0	1669	8
636	0	261	7
636	0	1408	12
636	0	1669	8
637	0	261	7
637	0	1408	12
637	0	1669	8
638	0	261	7
638	0	1408	12
638	0	1669	8
639	0	261	7
639	0	1408	12
639	0	1669	8
640	0	261	7
640	0	1043	12
640	0	1617	8
641	0	261	7
641	0	1408	12
641	0	1669	8
642	0	261	7
642	0	1408	12
642	0	1669	8
643	0	261	7
643	0	1408	12
643	0	1669	8
644	0	261	7
644	0	1408	12
644	0	1669	8
645	0	261	7
645	0	1408	12
645	0	1669	8
646	0	261	7
646	0	1408	12
646	0	1669	8
647	0	261	7
647	0	1408	12
647	0	1669	8
648	0	261	7
648	0	1408	12
648	0	1669	8
649	0	261	7
649	0	1043	12
649	0	1304	8
650	0	261	7
650	0	939	12
650	0	1304	8
651	0	261	7
651	0	730	12
651	0	991	8
652	0	261	7
652	0	1408	12
652	0	1669	8
653	0	261	7
653	0	1408	12
653	0	1669	8
654	0	261	7
654	0	1408	12
654	0	1669	8
655	0	261	7
655	0	1408	12
655	0	1669	8
656	0	261	7
656	0	1408	12
656	0	1669	8
657	0	261	7
657	0	1408	12
657	0	1669	8
658	0	261	7
658	0	1356	12
658	0	1617	8
659	0	261	7
659	0	1408	12
659	0	1669	8
660	0	261	7
660	0	1408	12
660	0	1669	8
661	0	261	7
661	0	1304	12
661	0	1617	8
662	0	261	7
662	0	1148	12
662	0	1617	8
663	0	261	7
663	0	1408	12
663	0	1669	8
664	0	261	7
664	0	1408	12
664	0	1669	8
665	0	261	7
665	0	1408	12
665	0	1669	8
666	0	261	7
666	0	1408	12
666	0	1669	8
667	0	261	7
667	0	939	12
667	0	1565	8
668	0	261	7
668	0	1408	12
668	0	1669	8
669	0	261	7
669	0	1408	12
669	0	1669	8
670	0	261	7
670	0	1408	12
670	0	1669	8
671	0	261	7
671	0	1408	12
671	0	1669	8
672	0	261	7
672	0	1408	12
672	0	1669	8
673	0	261	7
673	0	1408	12
673	0	1669	8
674	0	261	7
674	0	1408	12
674	0	1669	8
675	0	261	7
675	0	1408	12
675	0	1669	8
676	0	261	7
676	0	1408	12
676	0	1669	8
677	0	261	7
677	0	1408	12
677	0	1669	8
678	0	261	7
678	0	1043	12
678	0	1304	8
679	0	261	7
679	0	1408	12
679	0	1669	8
680	0	261	7
680	0	1408	12
680	0	1669	8
681	0	261	7
681	0	1408	12
681	0	1669	8
682	0	261	7
682	0	1408	12
682	0	1669	8
683	0	261	7
683	0	1408	12
683	0	1669	8
684	0	261	7
684	0	1408	12
684	0	1669	8
685	0	261	7
685	0	1408	12
685	0	1669	8
686	0	261	7
686	0	521	12
686	0	782	8
687	0	261	7
687	0	1408	12
687	0	1669	8
688	0	261	7
688	0	1408	12
688	0	1669	8
689	0	261	7
689	0	1408	12
689	0	1669	8
690	0	261	7
690	0	1408	12
690	0	1669	8
691	0	261	7
691	0	1408	12
691	0	1669	8
692	0	261	7
692	0	1408	12
692	0	1669	8
693	0	261	7
693	0	1408	12
693	0	1669	8
694	0	261	7
694	0	1408	12
694	0	1669	8
695	0	261	7
695	0	1408	12
695	0	1669	8
696	0	261	7
696	0	1408	12
696	0	1669	8
697	0	261	7
697	0	1408	12
697	0	1669	8
698	0	261	7
698	0	1408	12
698	0	1669	8
699	0	261	7
699	0	1408	12
699	0	1669	8
700	0	261	7
700	0	1408	12
700	0	1669	8
701	0	261	7
701	0	1408	12
701	0	1669	8
702	0	261	7
702	0	1408	12
702	0	1669	8
703	0	261	7
703	0	1408	12
703	0	1669	8
704	0	261	7
704	0	1408	12
704	0	1669	8
705	0	261	7
705	0	1408	12
705	0	1669	8
706	0	261	7
706	0	1408	12
706	0	1669	8
707	0	261	7
707	0	1408	12
707	0	1669	8
708	0	261	7
708	0	1304	12
708	0	1617	8
709	0	261	7
709	0	1408	12
709	0	1669	8
710	0	261	7
710	0	1408	12
710	0	1669	8
711	0	261	7
711	0	1408	12
711	0	1669	8
712	0	261	7
712	0	834	12
712	0	1095	8
713	0	261	7
713	0	1408	12
713	0	1669	8
714	0	261	7
714	0	1408	12
714	0	1669	8
715	0	261	7
715	0	1356	12
715	0	1617	8
716	0	261	7
716	0	1408	12
716	0	1669	8
717	0	261	7
717	0	1408	12
717	0	1669	8
718	0	261	7
718	0	1408	12
718	0	1669	8
719	0	261	7
719	0	1408	12
719	0	1669	8
720	0	261	7
720	0	1408	12
720	0	1669	8
721	0	261	7
721	0	1408	12
721	0	1669	8
722	0	261	7
722	0	1408	12
722	0	1669	8
723	0	261	7
723	0	1408	12
723	0	1669	8
724	0	261	7
724	0	1408	12
724	0	1669	8
725	0	261	7
725	0	1408	12
725	0	1669	8
726	0	261	7
726	0	887	12
726	0	1200	8
727	0	261	7
727	0	1408	12
727	0	1669	8
728	0	261	7
728	0	1408	12
728	0	1669	8
729	0	261	7
729	0	1408	12
729	0	1669	8
730	0	261	7
730	0	1408	12
730	0	1669	8
731	0	261	7
731	0	939	12
731	0	1617	8
732	0	261	7
732	0	1408	12
732	0	1669	8
733	0	261	7
733	0	1408	12
733	0	1669	8
734	0	261	7
734	0	1408	12
734	0	1669	8
735	0	261	7
735	0	1408	12
735	0	1669	8
736	0	261	7
736	0	1408	12
736	0	1669	8
737	0	261	7
737	0	1408	12
737	0	1669	8
738	0	261	7
738	0	1200	12
738	0	1461	8
739	0	261	7
739	0	1408	12
739	0	1669	8
740	0	261	7
740	0	1408	12
740	0	1669	8
741	0	261	7
741	0	1408	12
741	0	1669	8
742	0	261	7
742	0	1408	12
742	0	1669	8
743	0	261	7
743	0	1408	12
743	0	1669	8
744	0	261	7
744	0	1408	12
744	0	1669	8
745	0	261	7
745	0	1408	12
745	0	1669	8
746	0	261	7
746	0	1408	12
746	0	1669	8
747	0	261	7
747	0	1408	12
747	0	1669	8
748	0	261	7
748	0	1408	12
748	0	1669	8
749	0	261	7
749	0	1408	12
749	0	1669	8
750	0	261	7
750	0	1408	12
750	0	1669	8
751	0	261	7
751	0	1408	12
751	0	1669	8
752	0	261	7
752	0	1408	12
752	0	1669	8
753	0	261	7
753	0	1408	12
753	0	1669	8
754	0	261	7
754	0	1408	12
754	0	1669	8
755	0	261	7
755	0	1304	12
755	0	1617	8
756	0	261	7
756	0	1408	12
756	0	1669	8
757	0	261	7
757	0	1408	12
757	0	1669	8
758	0	261	7
758	0	1408	12
758	0	1669	8
759	0	261	7
759	0	1408	12
759	0	1669	8
760	0	261	7
760	0	1408	12
760	0	1669	8
761	0	261	7
761	0	1408	12
761	0	1669	8
762	0	261	7
762	0	1408	12
762	0	1669	8
763	0	261	7
763	0	1252	12
763	0	1617	8
764	0	261	7
764	0	1408	12
764	0	1669	8
765	0	261	7
765	0	1408	12
765	0	1669	8
766	0	261	7
766	0	1408	12
766	0	1669	8
767	0	261	7
767	0	1408	12
767	0	1669	8
768	0	261	7
768	0	782	12
768	0	1513	8
769	0	261	7
769	0	1408	12
769	0	1669	8
770	0	261	7
770	0	1408	12
770	0	1669	8
771	0	261	7
771	0	1408	12
771	0	1669	8
772	0	261	7
772	0	1408	12
772	0	1669	8
773	0	261	7
773	0	1408	12
773	0	1669	8
774	0	261	7
774	0	1408	12
774	0	1669	8
775	0	261	7
775	0	1408	12
775	0	1669	8
776	0	261	7
776	0	1043	12
776	0	1617	8
777	0	261	7
777	0	1408	12
777	0	1669	8
778	0	261	7
778	0	1408	12
778	0	1669	8
779	0	261	7
779	0	1408	12
779	0	1669	8
780	0	261	7
780	0	1408	12
780	0	1669	8
781	0	261	7
781	0	1408	12
781	0	1669	8
782	0	261	7
782	0	1408	12
782	0	1669	8
783	0	261	7
783	0	1408	12
783	0	1669	8
784	0	261	7
784	0	1408	12
784	0	1669	8
785	0	261	7
785	0	1408	12
785	0	1669	8
786	0	261	7
786	0	1408	12
786	0	1669	8
787	0	261	7
787	0	1408	12
787	0	1669	8
788	0	261	7
788	0	1408	12
788	0	1669	8
789	0	261	7
789	0	1408	12
789	0	1669	8
790	0	261	7
790	0	1408	12
790	0	1669	8
791	0	261	7
791	0	1408	12
791	0	1669	8
792	0	261	7
792	0	1408	12
792	0	1669	8
793	0	261	7
793	0	1408	12
793	0	1669	8
794	0	261	7
794	0	1408	12
794	0	1669	8
795	0	261	7
795	0	1408	12
795	0	1669	8
796	0	261	7
796	0	1408	12
796	0	1669	8
797	0	261	7
797	0	1356	12
797	0	1617	8
798	0	261	7
798	0	1408	12
798	0	1669	8
799	0	261	7
799	0	1408	12
799	0	1669	8
800	0	261	7
800	0	1252	12
800	0	1617	8
801	0	261	7
801	0	1356	12
801	0	1617	8
802	0	261	7
802	0	1408	12
802	0	1669	8
803	0	261	7
803	0	1408	12
803	0	1669	8
804	0	261	7
804	0	1408	12
804	0	1669	8
805	0	261	7
805	0	1148	12
805	0	1617	8
806	0	261	7
806	0	1408	12
806	0	1669	8
807	0	261	7
807	0	1408	12
807	0	1669	8
808	0	261	7
808	0	1408	12
808	0	1669	8
809	0	261	7
809	0	1408	12
809	0	1669	8
810	0	261	7
810	0	1408	12
810	0	1669	8
811	0	261	7
811	0	1408	12
811	0	1669	8
812	0	261	7
812	0	1408	12
812	0	1669	8
813	0	261	7
813	0	1408	12
813	0	1669	8
814	0	261	7
814	0	1408	12
814	0	1669	8
815	0	261	7
815	0	1408	12
815	0	1669	8
816	0	261	7
816	0	1408	12
816	0	1669	8
817	0	261	7
817	0	1408	12
817	0	1669	8
818	0	261	7
818	0	834	12
818	0	1095	8
819	0	261	7
819	0	1408	12
819	0	1669	8
820	0	261	7
820	0	1408	12
820	0	1669	8
821	0	261	7
821	0	1408	12
821	0	1669	8
822	0	261	7
822	0	1200	12
822	0	1617	8
823	0	261	7
823	0	521	12
823	0	939	8
824	0	261	7
824	0	1408	12
824	0	1669	8
825	0	261	7
825	0	1408	12
825	0	1669	8
826	0	261	7
826	0	1408	12
826	0	1669	8
827	0	261	7
827	0	1408	12
827	0	1669	8
828	0	261	7
828	0	1408	12
828	0	1669	8
829	0	261	7
829	0	1408	12
829	0	1669	8
830	0	261	7
830	0	1408	12
830	0	1669	8
831	0	261	7
831	0	1408	12
831	0	1669	8
832	0	261	7
832	0	1408	12
832	0	1669	8
833	0	261	7
833	0	1408	12
833	0	1669	8
834	0	261	7
834	0	1408	12
834	0	1669	8
835	0	261	7
835	0	1408	12
835	0	1669	8
836	0	261	7
836	0	1408	12
836	0	1669	8
837	0	261	7
837	0	1408	12
837	0	1669	8
838	0	261	7
838	0	1408	12
838	0	1669	8
839	0	261	7
839	0	1408	12
839	0	1669	8
840	0	261	7
840	0	1408	12
840	0	1669	8
841	0	261	7
841	0	1408	12
841	0	1669	8
842	0	261	7
842	0	1408	12
842	0	1669	8
843	0	261	7
843	0	1408	12
843	0	1669	8
844	0	261	7
844	0	1148	12
844	0	1617	8
845	0	261	7
845	0	1408	12
845	0	1669	8
846	0	261	7
846	0	1043	12
846	0	1304	8
847	0	261	7
847	0	1408	12
847	0	1669	8
848	0	261	7
848	0	939	12
848	0	1617	8
849	0	261	7
849	0	1408	12
849	0	1669	8
850	0	261	7
850	0	1408	12
850	0	1669	8
851	0	261	7
851	0	1408	12
851	0	1669	8
852	0	261	7
852	0	1408	12
852	0	1669	8
853	0	261	7
853	0	1408	12
853	0	1669	8
854	0	261	7
854	0	1408	12
854	0	1669	8
855	0	261	7
855	0	678	12
855	0	1513	8
856	0	261	7
856	0	1408	12
856	0	1669	8
857	0	261	7
857	0	1408	12
857	0	1669	8
858	0	261	7
858	0	1408	12
858	0	1669	8
859	0	261	7
859	0	1408	12
859	0	1669	8
860	0	261	7
860	0	1408	12
860	0	1669	8
861	0	261	7
861	0	1356	12
861	0	1617	8
862	0	261	7
862	0	1408	12
862	0	1669	8
863	0	261	7
863	0	1252	12
863	0	1513	8
864	0	261	7
864	0	1408	12
864	0	1669	8
865	0	261	7
865	0	1408	12
865	0	1669	8
866	0	261	7
866	0	1408	12
866	0	1669	8
867	0	261	7
867	0	1408	12
867	0	1669	8
868	0	261	7
868	0	1408	12
868	0	1669	8
869	0	261	7
869	0	1408	12
869	0	1669	8
870	0	261	7
870	0	1408	12
870	0	1669	8
871	0	261	7
871	0	1408	12
871	0	1669	8
872	0	261	7
872	0	1408	12
872	0	1669	8
873	0	261	7
873	0	1408	12
873	0	1669	8
874	0	261	7
874	0	1252	12
874	0	1617	8
875	0	261	7
875	0	1408	12
875	0	1669	8
876	0	261	7
876	0	1408	12
876	0	1669	8
877	0	261	7
877	0	1408	12
877	0	1669	8
878	0	261	7
878	0	1356	12
878	0	1617	8
879	0	261	7
879	0	1408	12
879	0	1669	8
880	0	261	7
880	0	1408	12
880	0	1669	8
881	0	261	7
881	0	1408	12
881	0	1669	8
882	0	261	7
882	0	1408	12
882	0	1669	8
883	0	261	7
883	0	1408	12
883	0	1669	8
884	0	261	7
884	0	1408	12
884	0	1669	8
885	0	261	7
885	0	1408	12
885	0	1669	8
886	0	261	7
886	0	1408	12
886	0	1669	8
887	0	261	7
887	0	1408	12
887	0	1669	8
888	0	261	7
888	0	1408	12
888	0	1669	8
889	0	261	7
889	0	1408	12
889	0	1669	8
890	0	261	7
890	0	1408	12
890	0	1669	8
891	0	261	7
891	0	730	12
891	0	1095	8
892	0	261	7
892	0	1408	12
892	0	1669	8
893	0	261	7
893	0	939	12
893	0	1617	8
894	0	261	7
894	0	1408	12
894	0	1669	8
895	0	261	7
895	0	1408	12
895	0	1669	8
896	0	261	7
896	0	1408	12
896	0	1669	8
897	0	261	7
897	0	521	12
897	0	1043	8
898	0	261	7
898	0	1408	12
898	0	1669	8
899	0	261	7
899	0	1408	12
899	0	1669	8
900	0	261	7
900	0	1408	12
900	0	1669	8
901	0	261	7
901	0	939	12
901	0	1617	8
902	0	261	7
902	0	1252	12
902	0	1617	8
903	0	261	7
903	0	1408	12
903	0	1669	8
904	0	261	7
904	0	834	12
904	0	1617	8
905	0	261	7
905	0	1408	12
905	0	1669	8
906	0	261	7
906	0	1043	12
906	0	1304	8
907	0	261	7
907	0	1408	12
907	0	1669	8
908	0	261	7
908	0	1408	12
908	0	1669	8
909	0	261	7
909	0	1408	12
909	0	1669	8
910	0	261	7
910	0	1408	12
910	0	1669	8
911	0	261	7
911	0	1408	12
911	0	1669	8
912	0	261	7
912	0	1408	12
912	0	1669	8
913	0	261	7
913	0	1408	12
913	0	1669	8
914	0	261	7
914	0	887	12
914	0	1252	8
915	0	261	7
915	0	1408	12
915	0	1669	8
916	0	261	7
916	0	1408	12
916	0	1669	8
917	0	261	7
917	0	1408	12
917	0	1669	8
918	0	261	7
918	0	1252	12
918	0	1617	8
919	0	261	7
919	0	1252	12
919	0	1617	8
920	0	261	7
920	0	1408	12
920	0	1669	8
921	0	261	7
921	0	1408	12
921	0	1669	8
922	0	261	7
922	0	991	12
922	0	1617	8
923	0	261	7
923	0	1408	12
923	0	1669	8
924	0	261	7
924	0	1408	12
924	0	1669	8
925	0	261	7
925	0	1408	12
925	0	1669	8
926	0	261	7
926	0	1408	12
926	0	1669	8
927	0	261	7
927	0	1408	12
927	0	1669	8
928	0	261	7
928	0	834	12
928	0	1565	8
929	0	261	7
929	0	1408	12
929	0	1669	8
930	0	261	7
930	0	1252	12
930	0	1617	8
931	0	261	7
931	0	1408	12
931	0	1669	8
932	0	261	7
932	0	1408	12
932	0	1669	8
933	0	261	7
933	0	991	12
933	0	1617	8
934	0	261	7
934	0	1408	12
934	0	1669	8
935	0	261	7
935	0	1408	12
935	0	1669	8
936	0	261	7
936	0	1408	12
936	0	1669	8
937	0	261	7
937	0	1408	12
937	0	1669	8
938	0	261	7
938	0	1408	12
938	0	1669	8
939	0	261	7
939	0	1408	12
939	0	1669	8
940	0	261	7
940	0	1408	12
940	0	1669	8
941	0	261	7
941	0	1304	12
941	0	1617	8
942	0	261	7
942	0	1304	12
942	0	1617	8
943	0	261	7
943	0	1408	12
943	0	1669	8
944	0	261	7
944	0	1304	12
944	0	1565	8
945	0	261	7
945	0	1304	12
945	0	1565	8
946	0	261	7
946	0	1408	12
946	0	1669	8
947	0	261	7
947	0	1408	12
947	0	1669	8
948	0	261	7
948	0	1408	12
948	0	1669	8
949	0	261	7
949	0	1408	12
949	0	1669	8
950	0	261	7
950	0	1408	12
950	0	1669	8
951	0	261	7
951	0	1408	12
951	0	1669	8
952	0	261	7
952	0	1408	12
952	0	1669	8
953	0	261	7
953	0	1408	12
953	0	1669	8
954	0	261	7
954	0	1408	12
954	0	1669	8
955	0	261	7
955	0	1408	12
955	0	1669	8
956	0	261	7
956	0	1408	12
956	0	1669	8
957	0	261	7
957	0	1408	12
957	0	1669	8
958	0	261	7
958	0	1408	12
958	0	1669	8
959	0	261	7
959	0	1408	12
959	0	1669	8
960	0	261	7
960	0	1408	12
960	0	1669	8
961	0	261	7
961	0	1408	12
961	0	1669	8
962	0	261	7
962	0	1252	12
962	0	1617	8
963	0	261	7
963	0	1408	12
963	0	1669	8
964	0	261	7
964	0	1408	12
964	0	1669	8
965	0	261	7
965	0	1408	12
965	0	1669	8
966	0	261	7
966	0	1408	12
966	0	1669	8
967	0	261	7
967	0	1408	12
967	0	1669	8
968	0	261	7
968	0	1356	12
968	0	1617	8
969	0	261	7
969	0	1408	12
969	0	1669	8
970	0	261	7
970	0	1408	12
970	0	1669	8
971	0	261	7
971	0	1408	12
971	0	1669	8
972	0	261	7
972	0	1408	12
972	0	1669	8
973	0	261	7
973	0	1408	12
973	0	1669	8
974	0	261	7
974	0	1408	12
974	0	1669	8
975	0	261	7
975	0	1408	12
975	0	1669	8
976	0	261	7
976	0	1408	12
976	0	1669	8
977	0	261	7
977	0	1408	12
977	0	1669	8
978	0	261	7
978	0	1408	12
978	0	1669	8
979	0	261	7
979	0	1408	12
979	0	1669	8
980	0	261	7
980	0	1408	12
980	0	1669	8
981	0	261	7
981	0	1408	12
981	0	1669	8
982	0	261	7
982	0	1408	12
982	0	1669	8
983	0	261	7
983	0	1408	12
983	0	1669	8
984	0	261	7
984	0	1408	12
984	0	1669	8
985	0	261	7
985	0	1200	12
985	0	1617	8
986	0	261	7
986	0	1408	12
986	0	1669	8
987	0	261	7
987	0	1408	12
987	0	1669	8
988	0	261	7
988	0	1408	12
988	0	1669	8
989	0	261	7
989	0	1408	12
989	0	1669	8
990	0	261	7
990	0	1408	12
990	0	1669	8
991	0	261	7
991	0	1408	12
991	0	1669	8
992	0	261	7
992	0	1408	12
992	0	1669	8
993	0	261	7
993	0	1408	12
993	0	1669	8
994	0	261	7
994	0	1408	12
994	0	1669	8
995	0	261	7
995	0	1408	12
995	0	1669	8
996	0	261	7
996	0	1408	12
996	0	1669	8
997	0	261	7
997	0	1200	12
997	0	1617	8
998	0	261	7
998	0	1408	12
998	0	1669	8
999	0	261	7
999	0	1408	12
999	0	1669	8
0	1	261	11
1	1	261	11
2	1	261	11
3	1	261	11
4	1	261	11
5	1	261	11
6	1	261	11
7	1	261	11
8	1	261	11
9	1	261	11
10	1	261	11
11	1	261	11
12	1	261	11
13	1	261	11
14	1	261	11
15	1	261	11
16	1	261	11
17	1	261	11
18	1	261	11
19	1	261	11
20	1	261	11
21	1	261	11
22	1	261	11
23	1	261	11
24	1	261	11
25	1	261	11
26	1	261	11
27	1	261	11
28	1	261	11
29	1	261	11
30	1	261	11
31	1	261	11
32	1	261	11
33	1	261	11
34	1	261	11
35	1	261	11
36	1	261	11
37	1	261	11
38	1	261	11
39	1	261	11
40	1	261	11
41	1	261	11
42	1	261	11
43	1	261	11
44	1	261	11
45	1	261	11
46	1	261	11
47	1	261	11
48	1	261	11
49	1	261	11
50	1	261	11
51	1	261	11
52	1	261	11
53	1	261	11
54	1	261	11
55	1	261	11
56	1	261	11
57	1	261	11
58	1	261	11
59	1	261	11
60	1	261	11
61	1	261	11
62	1	261	11
63	1	261	11
64	1	261	11
65	1	261	11
66	1	261	11
67	1	261	11
68	1	261	11
69	1	261	11
70	1	261	11
71	1	261	11
72	1	261	11
73	1	261	11
74	1	261	11
75	1	261	11
76	1	261	11
77	1	261	11
78	1	261	11
79	1	261	11
80	1	261	11
81	1	261	11
82	1	261	11
83	1	261	11
84	1	261	11
85	1	261	11
86	1	261	11
87	1	261	11
88	1	261	11
89	1	261	11
90	1	261	11
91	1	261	11
92	1	261	11
93	1	261	11
94	1	261	11
95	1	261	11
96	1	261	11
97	1	261	11
98	1	261	11
99	1	261	11
100	1	261	11
101	1	261	11
102	1	261	11
103	1	261	11
104	1	261	11
105	1	261	11
106	1	261	11
107	1	261	11
108	1	261	11
109	1	261	11
110	1	261	11
111	1	261	11
112	1	261	11
113	1	261	11
114	1	261	11
115	1	261	11
116	1	261	11
117	1	261	11
118	1	261	11
119	1	261	11
120	1	261	11
121	1	261	11
122	1	261	11
123	1	261	11
124	1	261	11
125	1	261	11
126	1	261	11
127	1	261	11
128	1	261	11
129	1	261	11
130	1	261	11
131	1	261	11
132	1	261	11
133	1	261	11
134	1	261	11
135	1	261	11
136	1	261	11
137	1	261	11
138	1	261	11
139	1	261	11
140	1	261	11
141	1	261	11
142	1	261	11
143	1	261	11
144	1	261	11
145	1	261	11
146	1	261	11
147	1	261	11
148	1	261	11
149	1	261	11
150	1	261	11
151	1	261	11
152	1	261	11
153	1	261	11
154	1	261	11
155	1	261	11
156	1	261	11
157	1	261	11
158	1	261	11
159	1	261	11
160	1	261	11
161	1	261	11
162	1	261	11
163	1	261	11
164	1	261	11
165	1	261	11
166	1	261	11
167	1	261	11
168	1	261	11
169	1	261	11
170	1	261	11
171	1	261	11
172	1	261	11
173	1	261	11
174	1	261	11
175	1	261	11
176	1	261	11
177	1	261	11
178	1	261	11
179	1	261	11
180	1	261	11
181	1	261	11
182	1	261	11
183	1	261	11
184	1	261	11
185	1	261	11
186	1	261	11
187	1	261	11
188	1	261	11
189	1	261	11
190	1	261	11
191	1	261	11
192	1	261	11
193	1	261	11
194	1	261	11
195	1	261	11
196	1	261	11
197	1	261	11
198	1	261	11
199	1	261	11
200	1	261	11
201	1	261	11
202	1	261	11
203	1	261	11
204	1	261	11
205	1	261	11
206	1	261	11
207	1	261	11
208	1	261	11
209	1	261	11
210	1	261	11
211	1	261	11
212	1	261	11
213	1	261	11
214	1	261	11
215	1	261	11
216	1	261	11
217	1	261	11
218	1	261	11
219	1	261	11
220	1	261	11
221	1	261	11
222	1	261	11
223	1	261	11
224	1	261	11
225	1	261	11
226	1	261	11
227	1	261	11
228	1	261	11
229	1	261	11
230	1	261	11
231	1	261	11
232	1	261	11
233	1	261	11
234	1	261	11
235	1	261	11
236	1	261	11
237	1	261	11
238	1	261	11
239	1	261	11
240	1	261	11
241	1	261	11
242	1	261	11
243	1	261	11
244	1	261	11
245	1	261	11
246	1	261	11
247	1	261	11
248	1	261	11
249	1	261	11
250	1	261	11
251	1	261	11
